transaction_id,customer_id,amount,payment_status,failure_reason,retry_count,customer_type,payment_method,subscription_status,days_since_last_payment,transaction_time
TXN0061,CUST1173,12456,failed,card_declined,0,new,Wallet,inactive,18,2026-08-10 13:34:00
TXN0062,CUST1110,13072,failed,card_declined,3,premium,Wallet,active,43,2026-08-10 17:25:00
TXN0063,CUST1130,7951,failed,network_error,2,premium,Credit Card,active,52,2026-08-11 16:32:00
TXN0064,CUST1172,5284,success,none,0,new,Credit Card,active,15,2026-08-22 14:58:00
TXN0065,CUST1156,14121,success,none,0,new,Net Banking,not_applicable,36,2026-08-09 20:22:00
TXN0066,CUST1183,11608,success,none,0,returning,Net Banking,active,41,2026-08-01 06:03:00
TXN0067,CUST1192,14296,success,none,0,new,Net Banking,not_applicable,33,2026-08-22 03:24:00
TXN0068,CUST1012,9331,success,none,0,new,UPI,inactive,42,2026-08-25 04:08:00
TXN0069,CUST1143,9954,failed,authentication_failed,3,returning,Net Banking,not_applicable,28,2026-08-08 05:50:00
TXN0070,CUST1190,14313,success,none,0,returning,Net Banking,active,53,2026-08-30 00:29:00
TXN0071,CUST1070,12746,failed,network_error,3,premium,Net Banking,active,45,2026-08-14 00:05:00
TXN0072,CUST1060,4650,abandoned,checkout_abandoned,0,returning,Debit Card,active,9,2026-08-11 12:35:00
TXN0073,CUST1098,11568,success,none,0,new,Credit Card,inactive,21,2026-08-25 16:40:00
TXN0074,CUST1119,7011,failed,card_declined,0,new,Credit Card,not_applicable,24,2026-08-22 16:59:00
TXN0075,CUST1001,5962,abandoned,checkout_abandoned,3,returning,Net Banking,not_applicable,47,2026-08-25 20:31:00
TXN0076,CUST1154,14908,success,none,0,new,Net Banking,inactive,31,2026-08-02 07:42:00
TXN0077,CUST1099,5706,failed,card_declined,1,premium,Net Banking,inactive,34,2026-08-02 05:27:00
TXN0078,CUST1100,9896,success,none,0,premium,UPI,active,8,2026-08-22 00:17:00
TXN0079,CUST1046,1022,success,none,0,returning,Net Banking,inactive,20,2026-08-16 08:38:00
TXN0080,CUST1194,14611,failed,card_declined,2,returning,Debit Card,active,30,2026-08-01 21:10:00
TXN0081,CUST1191,9036,success,none,0,new,Debit Card,active,49,2026-08-30 15:53:00
TXN0082,CUST1010,12556,success,none,0,new,Credit Card,active,39,2026-08-07 22:26:00
TXN0083,CUST1061,2267,failed,bank_timeout,3,returning,UPI,not_applicable,16,2026-08-17 18:55:00
TXN0084,CUST1042,10125,failed,bank_timeout,2,premium,UPI,active,37,2026-08-02 04:02:00
TXN0085,CUST1079,9632,success,none,0,premium,Net Banking,inactive,12,2026-08-04 11:00:00
TXN0086,CUST1151,11514,success,none,0,premium,Credit Card,active,54,2026-08-28 07:48:00
TXN0087,CUST1030,13244,success,none,0,premium,UPI,active,42,2026-08-17 20:45:00
TXN0088,CUST1017,8488,success,none,0,premium,Debit Card,active,52,2026-08-23 07:25:00
TXN0089,CUST1027,7301,failed,card_declined,1,returning,Net Banking,not_applicable,33,2026-08-30 14:28:00
TXN0090,CUST1069,10290,success,none,0,premium,Net Banking,inactive,37,2026-08-13 05:09:00
TXN0091,CUST1082,14153,success,none,0,new,UPI,inactive,15,2026-08-22 03:35:00
TXN0092,CUST1145,10198,success,none,0,premium,Net Banking,active,54,2026-08-15 19:00:00
TXN0093,CUST1046,8187,failed,network_error,2,new,Debit Card,not_applicable,44,2026-08-13 13:45:00
TXN0094,CUST1142,365,success,none,0,premium,Credit Card,inactive,26,2026-08-23 05:39:00
TXN0095,CUST1142,12620,failed,card_declined,3,new,Net Banking,active,5,2026-08-14 09:23:00
TXN0096,CUST1056,6824,success,none,0,premium,Credit Card,inactive,23,2026-08-22 12:55:00
TXN0097,CUST1141,8897,abandoned,checkout_abandoned,2,returning,Net Banking,inactive,44,2026-08-21 15:36:00
TXN0098,CUST1069,5222,success,none,0,returning,Credit Card,active,20,2026-08-06 10:35:00
TXN0099,CUST1190,8978,success,none,0,premium,Credit Card,inactive,30,2026-08-13 14:00:00
TXN0100,CUST1185,9858,success,none,0,premium,Wallet,active,53,2026-08-09 20:01:00
TXN0101,CUST1075,3926,success,none,0,returning,Credit Card,not_applicable,34,2026-08-06 18:15:00
TXN0102,CUST1070,944,success,none,0,new,Wallet,active,40,2026-08-23 08:10:00
TXN0103,CUST1026,14497,success,none,0,new,Wallet,inactive,28,2026-08-16 12:08:00
TXN0104,CUST1047,1040,success,none,0,returning,Net Banking,active,25,2026-08-23 09:07:00
TXN0105,CUST1018,9652,success,none,0,premium,UPI,inactive,60,2026-08-14 19:52:00
TXN0106,CUST1021,4265,failed,authentication_failed,1,new,Wallet,not_applicable,24,2026-08-21 12:04:00
TXN0107,CUST1113,5070,success,none,0,premium,Net Banking,inactive,3,2026-08-28 17:52:00
TXN0108,CUST1189,1824,success,none,0,new,Credit Card,active,10,2026-08-11 21:59:00
TXN0109,CUST1044,9242,success,none,0,new,Credit Card,inactive,44,2026-08-28 00:36:00
TXN0110,CUST1120,4970,success,none,0,new,Credit Card,inactive,44,2026-08-21 15:55:00
TXN0111,CUST1018,11461,failed,authentication_failed,1,new,Debit Card,inactive,7,2026-08-25 18:48:00
TXN0112,CUST1057,10809,failed,insufficient_balance,0,new,Debit Card,active,50,2026-08-14 23:59:00
TXN0113,CUST1152,12469,success,none,0,premium,Debit Card,active,44,2026-08-14 20:08:00
TXN0114,CUST1179,6793,success,none,0,returning,Wallet,inactive,5,2026-08-28 05:12:00
TXN0115,CUST1010,14771,failed,insufficient_balance,0,returning,Debit Card,active,43,2026-08-27 04:16:00
TXN0116,CUST1150,538,failed,bank_timeout,3,premium,Debit Card,inactive,41,2026-08-21 03:01:00
TXN0117,CUST1071,3172,failed,card_declined,0,premium,Net Banking,active,22,2026-08-19 14:01:00
TXN0118,CUST1085,5459,abandoned,checkout_abandoned,2,premium,UPI,active,44,2026-08-23 13:11:00
TXN0119,CUST1073,11054,success,none,0,returning,Wallet,active,20,2026-08-12 11:41:00
TXN0120,CUST1082,2098,failed,insufficient_balance,3,returning,Wallet,inactive,3,2026-08-09 12:53:00
TXN0121,CUST1132,6126,failed,insufficient_balance,1,premium,Net Banking,active,35,2026-08-06 23:06:00
TXN0122,CUST1073,7377,success,none,0,premium,Net Banking,inactive,38,2026-08-11 21:22:00
TXN0123,CUST1181,2793,success,none,0,returning,Wallet,inactive,5,2026-08-11 05:25:00
TXN0124,CUST1029,7759,success,none,0,new,Credit Card,not_applicable,18,2026-08-24 03:49:00
TXN0125,CUST1180,4678,abandoned,checkout_abandoned,1,returning,Net Banking,inactive,35,2026-08-07 13:59:00
TXN0126,CUST1098,3321,failed,bank_timeout,0,premium,Wallet,active,49,2026-08-19 21:13:00
TXN0127,CUST1087,13104,failed,network_error,2,premium,Debit Card,inactive,37,2026-08-23 06:49:00
TXN0128,CUST1038,7515,success,none,0,premium,Net Banking,inactive,48,2026-08-25 17:34:00
TXN0129,CUST1096,7659,abandoned,checkout_abandoned,1,returning,Credit Card,not_applicable,24,2026-08-11 15:06:00
TXN0130,CUST1198,6929,failed,card_declined,3,new,Debit Card,not_applicable,50,2026-08-30 16:10:00
TXN0131,CUST1038,8314,success,none,0,new,Credit Card,not_applicable,21,2026-08-05 13:37:00
TXN0132,CUST1112,1832,success,none,0,premium,Net Banking,active,26,2026-08-30 19:11:00
TXN0133,CUST1039,1424,success,none,0,returning,Debit Card,not_applicable,25,2026-08-30 13:47:00
TXN0134,CUST1020,14154,success,none,0,returning,Wallet,inactive,40,2026-08-23 04:58:00
TXN0135,CUST1138,787,success,none,0,premium,UPI,inactive,58,2026-08-14 01:53:00
TXN0136,CUST1058,12434,abandoned,checkout_abandoned,0,new,Net Banking,inactive,10,2026-08-14 15:05:00
TXN0137,CUST1007,952,success,none,0,returning,UPI,inactive,27,2026-08-07 15:00:00
TXN0138,CUST1062,8901,failed,bank_timeout,1,returning,Wallet,active,5,2026-08-28 17:43:00
TXN0139,CUST1097,10352,success,none,0,premium,Credit Card,inactive,9,2026-08-11 13:36:00
TXN0140,CUST1118,10650,success,none,0,returning,Net Banking,active,57,2026-08-22 04:10:00
TXN0141,CUST1073,11300,success,none,0,premium,Credit Card,active,37,2026-08-14 14:45:00
TXN0142,CUST1163,7150,success,none,0,premium,Debit Card,active,12,2026-08-18 12:11:00
TXN0143,CUST1123,1946,failed,authentication_failed,2,new,Net Banking,not_applicable,18,2026-08-01 23:57:00
TXN0144,CUST1168,6683,failed,insufficient_balance,3,returning,UPI,inactive,49,2026-08-11 11:21:00
TXN0145,CUST1155,13337,failed,authentication_failed,2,returning,Credit Card,not_applicable,48,2026-08-31 00:00:00
TXN0146,CUST1174,13934,abandoned,checkout_abandoned,0,new,UPI,inactive,50,2026-08-21 01:29:00
TXN0147,CUST1008,9694,success,none,0,returning,Credit Card,inactive,20,2026-08-19 21:50:00
TXN0148,CUST1044,3488,abandoned,checkout_abandoned,2,new,Wallet,not_applicable,32,2026-08-13 09:40:00
TXN0149,CUST1042,4409,failed,network_error,0,returning,Debit Card,inactive,4,2026-08-07 09:44:00
TXN0150,CUST1193,3895,abandoned,checkout_abandoned,2,premium,Net Banking,active,50,2026-08-18 22:58:00
TXN0151,CUST1003,4531,success,none,0,premium,UPI,inactive,47,2026-08-12 22:21:00
TXN0152,CUST1149,6441,success,none,0,premium,Debit Card,active,30,2026-08-02 03:20:00
TXN0153,CUST1158,14686,abandoned,checkout_abandoned,1,premium,Debit Card,inactive,4,2026-08-29 22:01:00
TXN0154,CUST1118,11685,success,none,0,returning,Net Banking,active,60,2026-08-02 16:38:00
TXN0155,CUST1077,8270,success,none,0,new,UPI,not_applicable,8,2026-08-18 16:30:00
TXN0156,CUST1116,6277,success,none,0,premium,Wallet,inactive,46,2026-08-08 00:46:00
TXN0157,CUST1106,10929,failed,network_error,0,new,Net Banking,not_applicable,23,2026-08-10 21:18:00
TXN0158,CUST1113,7484,success,none,0,new,Debit Card,not_applicable,23,2026-08-25 18:42:00
TXN0159,CUST1165,6075,success,none,0,new,Net Banking,active,60,2026-08-21 16:40:00
TXN0160,CUST1023,11057,abandoned,checkout_abandoned,0,new,Wallet,inactive,15,2026-08-06 17:32:00
TXN0161,CUST1144,3561,success,none,0,new,Wallet,active,52,2026-08-11 14:29:00
TXN0162,CUST1084,12886,success,none,0,new,Wallet,active,8,2026-08-25 14:03:00
TXN0163,CUST1064,13281,failed,insufficient_balance,1,new,UPI,active,22,2026-08-11 19:53:00
TXN0164,CUST1150,5503,success,none,0,new,Credit Card,active,47,2026-08-20 03:48:00
TXN0165,CUST1134,2061,success,none,0,premium,UPI,active,32,2026-08-28 00:26:00
TXN0166,CUST1027,7604,abandoned,checkout_abandoned,0,premium,Credit Card,inactive,50,2026-08-30 23:41:00
TXN0167,CUST1133,5140,success,none,0,returning,UPI,inactive,54,2026-08-19 06:40:00
TXN0168,CUST1109,11440,failed,card_declined,0,new,Net Banking,active,20,2026-08-28 16:25:00
TXN0169,CUST1037,1275,failed,authentication_failed,2,new,Debit Card,inactive,38,2026-08-25 03:30:00
TXN0170,CUST1075,7632,success,none,0,premium,Wallet,inactive,7,2026-08-30 19:07:00
TXN0171,CUST1166,14579,success,none,0,premium,Credit Card,active,26,2026-08-16 10:12:00
TXN0172,CUST1116,6731,success,none,0,returning,UPI,inactive,42,2026-08-12 14:24:00
TXN0173,CUST1095,2699,success,none,0,premium,Net Banking,active,5,2026-08-20 15:43:00
TXN0174,CUST1024,12398,failed,authentication_failed,0,premium,Debit Card,inactive,35,2026-08-26 13:30:00
TXN0175,CUST1084,11176,success,none,0,new,Net Banking,not_applicable,60,2026-08-20 05:57:00
TXN0176,CUST1184,1041,success,none,0,returning,Wallet,active,36,2026-08-24 02:13:00
TXN0177,CUST1054,2734,success,none,0,premium,Net Banking,active,22,2026-08-26 07:35:00
TXN0178,CUST1094,2081,success,none,0,returning,Wallet,inactive,54,2026-08-26 12:43:00
TXN0179,CUST1196,13608,failed,authentication_failed,0,premium,Wallet,inactive,59,2026-08-30 22:31:00
TXN0180,CUST1177,4580,success,none,0,new,Credit Card,inactive,58,2026-08-16 11:10:00
TXN0181,CUST1089,299,failed,card_declined,0,new,Credit Card,active,47,2026-08-29 19:35:00
TXN0182,CUST1007,1702,success,none,0,premium,Wallet,active,29,2026-08-16 12:20:00
TXN0183,CUST1040,6261,failed,authentication_failed,0,returning,Debit Card,active,9,2026-08-08 03:56:00
TXN0184,CUST1193,10321,success,none,0,new,UPI,not_applicable,27,2026-08-23 02:28:00
TXN0185,CUST1155,7441,success,none,0,returning,Debit Card,not_applicable,7,2026-08-16 17:01:00
TXN0186,CUST1110,2015,success,none,0,returning,Wallet,not_applicable,19,2026-08-03 01:36:00
TXN0187,CUST1056,6674,success,none,0,premium,UPI,active,60,2026-08-10 14:43:00
TXN0188,CUST1196,2447,success,none,0,returning,Debit Card,active,31,2026-08-20 14:23:00
TXN0189,CUST1044,2315,failed,authentication_failed,2,returning,Wallet,active,25,2026-08-02 22:12:00
TXN0190,CUST1111,506,abandoned,checkout_abandoned,3,returning,UPI,not_applicable,25,2026-08-30 03:12:00
TXN0191,CUST1106,4942,success,none,0,new,Net Banking,inactive,10,2026-08-29 03:09:00
TXN0192,CUST1117,13830,success,none,0,premium,Debit Card,active,15,2026-08-20 19:52:00
TXN0193,CUST1150,6759,success,none,0,premium,UPI,active,47,2026-08-16 10:50:00
TXN0194,CUST1056,5655,success,none,0,new,UPI,active,33,2026-08-24 05:00:00
TXN0195,CUST1049,12916,failed,bank_timeout,1,returning,Debit Card,active,9,2026-08-12 15:35:00
TXN0196,CUST1050,3041,failed,insufficient_balance,1,premium,Credit Card,inactive,31,2026-08-22 02:45:00
TXN0197,CUST1193,9435,failed,authentication_failed,2,premium,Net Banking,inactive,20,2026-08-07 20:53:00
TXN0198,CUST1112,1317,failed,network_error,0,returning,Net Banking,inactive,32,2026-08-04 09:02:00
TXN0199,CUST1079,7764,success,none,0,returning,UPI,inactive,4,2026-08-30 08:08:00
TXN0200,CUST1023,10275,success,none,0,premium,Wallet,inactive,35,2026-08-02 20:48:00
TXN0201,CUST1115,13467,success,none,0,premium,Credit Card,active,32,2026-08-07 20:46:00
TXN0202,CUST1015,7580,abandoned,checkout_abandoned,0,new,Debit Card,not_applicable,41,2026-08-08 20:28:00
TXN0203,CUST1010,4258,abandoned,checkout_abandoned,1,premium,Net Banking,active,23,2026-08-13 20:59:00
TXN0204,CUST1099,6896,success,none,0,returning,Wallet,not_applicable,41,2026-08-16 05:31:00
TXN0205,CUST1016,5600,failed,network_error,2,new,Wallet,not_applicable,54,2026-08-30 21:08:00
TXN0206,CUST1154,14506,success,none,0,new,Debit Card,not_applicable,9,2026-08-16 22:05:00
TXN0207,CUST1079,10947,success,none,0,premium,Net Banking,inactive,60,2026-08-04 20:32:00
TXN0208,CUST1079,9356,failed,authentication_failed,0,returning,Debit Card,not_applicable,42,2026-08-20 06:28:00
TXN0209,CUST1130,6127,success,none,0,new,Debit Card,active,21,2026-08-23 03:08:00
TXN0210,CUST1049,3910,success,none,0,new,Credit Card,active,32,2026-08-25 13:34:00
TXN0211,CUST1189,14677,failed,authentication_failed,1,premium,UPI,inactive,24,2026-08-08 00:29:00
TXN0212,CUST1041,3161,failed,bank_timeout,3,premium,Wallet,active,26,2026-08-17 13:54:00
TXN0213,CUST1173,11988,failed,card_declined,1,new,Net Banking,not_applicable,15,2026-08-15 02:01:00
TXN0214,CUST1120,13881,failed,authentication_failed,3,new,Debit Card,inactive,49,2026-08-13 19:46:00
TXN0215,CUST1199,6455,success,none,0,premium,Wallet,active,52,2026-08-10 02:07:00
TXN0216,CUST1154,2466,failed,network_error,0,returning,UPI,not_applicable,54,2026-08-24 11:30:00
TXN0217,CUST1031,4869,success,none,0,new,Credit Card,not_applicable,9,2026-08-20 21:50:00
TXN0218,CUST1023,3836,abandoned,checkout_abandoned,3,returning,Debit Card,active,25,2026-08-23 20:19:00
TXN0219,CUST1095,4061,success,none,0,returning,UPI,active,20,2026-08-05 12:13:00
TXN0220,CUST1182,10847,success,none,0,returning,Credit Card,inactive,58,2026-08-22 12:02:00
TXN0221,CUST1178,13815,success,none,0,new,Net Banking,active,57,2026-08-04 14:32:00
TXN0222,CUST1004,4392,success,none,0,new,Credit Card,not_applicable,38,2026-08-25 00:28:00
TXN0223,CUST1108,2020,success,none,0,returning,Credit Card,active,15,2026-08-20 02:33:00
TXN0224,CUST1163,13206,success,none,0,premium,Net Banking,active,38,2026-08-25 09:30:00
TXN0225,CUST1004,10552,success,none,0,premium,Wallet,active,18,2026-08-20 12:50:00
TXN0226,CUST1000,10272,failed,bank_timeout,0,returning,Credit Card,not_applicable,23,2026-08-04 01:55:00
TXN0227,CUST1134,9113,failed,card_declined,3,premium,Wallet,active,40,2026-08-18 14:34:00
TXN0228,CUST1095,4354,success,none,0,premium,UPI,active,22,2026-08-11 23:22:00
TXN0229,CUST1187,10964,failed,network_error,1,premium,UPI,active,22,2026-08-25 20:23:00
TXN0230,CUST1086,13527,failed,card_declined,3,premium,Credit Card,inactive,11,2026-08-07 03:17:00
TXN0231,CUST1016,11930,success,none,0,returning,UPI,active,50,2026-08-10 01:52:00
TXN0232,CUST1010,5369,success,none,0,returning,Wallet,not_applicable,30,2026-08-12 12:41:00
TXN0233,CUST1009,12540,success,none,0,premium,Credit Card,active,55,2026-08-30 20:14:00
TXN0234,CUST1084,4675,success,none,0,new,Debit Card,inactive,47,2026-08-21 00:18:00
TXN0235,CUST1098,5753,failed,network_error,2,new,Net Banking,active,46,2026-08-20 07:40:00
TXN0236,CUST1020,7254,success,none,0,premium,Credit Card,active,6,2026-08-04 15:27:00
TXN0237,CUST1083,11027,success,none,0,returning,Debit Card,not_applicable,27,2026-08-08 14:01:00
TXN0238,CUST1176,7471,success,none,0,returning,Net Banking,inactive,39,2026-08-20 19:04:00
TXN0239,CUST1070,10676,failed,card_declined,2,new,UPI,not_applicable,51,2026-08-08 06:44:00
TXN0240,CUST1007,2538,success,none,0,premium,Net Banking,active,15,2026-08-30 08:41:00
TXN0241,CUST1093,6132,success,none,0,returning,Wallet,active,43,2026-08-21 11:26:00
TXN0242,CUST1094,6294,failed,authentication_failed,2,returning,UPI,inactive,20,2026-08-30 13:29:00
TXN0243,CUST1071,4288,failed,card_declined,3,new,UPI,not_applicable,7,2026-08-12 21:55:00
TXN0244,CUST1198,4463,success,none,0,premium,Net Banking,inactive,18,2026-08-23 08:31:00
TXN0245,CUST1051,2208,success,none,0,new,UPI,not_applicable,28,2026-08-04 23:53:00
TXN0246,CUST1174,14052,failed,authentication_failed,2,returning,Debit Card,inactive,54,2026-08-08 04:02:00
TXN0247,CUST1182,11824,failed,authentication_failed,1,premium,Credit Card,active,12,2026-08-07 07:41:00
TXN0248,CUST1060,13148,success,none,0,returning,UPI,not_applicable,23,2026-08-22 06:31:00
TXN0249,CUST1141,2325,success,none,0,premium,UPI,active,45,2026-08-22 18:49:00
TXN0250,CUST1134,6929,success,none,0,returning,Wallet,inactive,41,2026-08-04 09:00:00
TXN0251,CUST1115,7831,success,none,0,premium,Wallet,inactive,40,2026-08-27 18:01:00
TXN0252,CUST1046,12778,success,none,0,new,Net Banking,active,53,2026-08-06 15:37:00
TXN0253,CUST1132,2706,success,none,0,returning,Credit Card,not_applicable,14,2026-08-16 17:56:00
TXN0254,CUST1132,14861,success,none,0,returning,UPI,not_applicable,35,2026-08-13 11:46:00
TXN0255,CUST1032,10439,success,none,0,returning,Wallet,not_applicable,41,2026-08-08 16:11:00
TXN0256,CUST1151,9712,failed,authentication_failed,2,new,Credit Card,not_applicable,2,2026-08-02 06:59:00
TXN0257,CUST1020,943,success,none,0,premium,Wallet,active,49,2026-08-27 00:55:00
TXN0258,CUST1106,10326,success,none,0,premium,UPI,inactive,34,2026-08-14 04:23:00
TXN0259,CUST1164,5148,failed,card_declined,2,returning,Credit Card,inactive,4,2026-08-03 17:26:00
TXN0260,CUST1040,7401,success,none,0,returning,Net Banking,inactive,38,2026-08-07 12:55:00
TXN0261,CUST1080,14313,failed,network_error,3,premium,Debit Card,active,48,2026-08-17 20:43:00
TXN0262,CUST1131,9401,success,none,0,new,Debit Card,active,17,2026-08-21 11:04:00
TXN0263,CUST1063,2507,success,none,0,new,UPI,inactive,55,2026-08-29 00:09:00
TXN0264,CUST1107,4266,abandoned,checkout_abandoned,2,new,Debit Card,active,48,2026-08-08 06:02:00
TXN0265,CUST1127,8632,abandoned,checkout_abandoned,3,returning,Net Banking,active,5,2026-08-18 21:31:00
TXN0266,CUST1129,7690,failed,insufficient_balance,0,new,Credit Card,inactive,31,2026-08-28 04:38:00
TXN0267,CUST1167,11217,success,none,0,returning,Debit Card,active,27,2026-08-07 02:17:00
TXN0268,CUST1067,12118,success,none,0,returning,Net Banking,inactive,3,2026-08-26 22:53:00
TXN0269,CUST1143,3388,success,none,0,returning,Wallet,inactive,32,2026-08-21 11:54:00
TXN0270,CUST1195,9207,failed,insufficient_balance,1,returning,Wallet,active,25,2026-08-17 23:37:00
TXN0271,CUST1086,9338,success,none,0,returning,Credit Card,not_applicable,25,2026-08-23 18:13:00
TXN0272,CUST1010,941,failed,card_declined,3,new,Credit Card,active,38,2026-08-24 11:04:00
TXN0273,CUST1035,5572,success,none,0,premium,Debit Card,inactive,47,2026-08-14 14:50:00
TXN0274,CUST1151,5710,success,none,0,premium,Wallet,inactive,36,2026-08-14 15:27:00
TXN0275,CUST1121,13564,success,none,0,new,Debit Card,active,26,2026-08-27 13:33:00
TXN0276,CUST1078,13253,failed,network_error,1,premium,UPI,inactive,3,2026-08-27 13:21:00
