transaction_id,customer_id,amount,payment_status,failure_reason,retry_count,recovery_action,priority,executed,success,recovered_amount,result,message
TXN0020,CUST1160,5088.0,failed,bank_timeout,2,RETRY_PAYMENT,MEDIUM,True,True,5088.0,RECOVERED,Revenue successfully recovered.
TXN0021,CUST1000,10012.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0022,CUST1061,1148.0,abandoned,checkout_abandoned,0,PAYMENT_REMINDER,MEDIUM,True,True,1148.0,RECOVERED,Revenue successfully recovered.
TXN0023,CUST1194,8926.0,failed,authentication_failed,1,ALTERNATIVE_PAYMENT,MEDIUM,True,True,8926.0,RECOVERED,Revenue successfully recovered.
TXN0024,CUST1108,3669.0,failed,card_declined,2,ALTERNATIVE_PAYMENT,MEDIUM,True,True,3669.0,RECOVERED,Revenue successfully recovered.
TXN0025,CUST1115,2181.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0026,CUST1058,9840.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0027,CUST1017,713.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0028,CUST1054,9033.0,failed,bank_timeout,3,STOP,HIGH,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0029,CUST1024,10995.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0030,CUST1172,10905.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0031,CUST1063,3338.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0032,CUST1118,4291.0,failed,authentication_failed,0,ALTERNATIVE_PAYMENT,MEDIUM,True,True,4291.0,RECOVERED,Revenue successfully recovered.
TXN0033,CUST1003,1727.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0034,CUST1015,2896.0,abandoned,checkout_abandoned,2,PAYMENT_REMINDER,MEDIUM,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0035,CUST1178,12167.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0036,CUST1148,12253.0,failed,insufficient_balance,0,PAYMENT_REMINDER,HIGH,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0037,CUST1135,2778.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0038,CUST1017,11261.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0039,CUST1152,850.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0040,CUST1080,4471.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0041,CUST1076,7690.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0042,CUST1018,9007.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0043,CUST1062,6253.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0044,CUST1156,13422.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0045,CUST1034,4532.0,failed,bank_timeout,2,RETRY_PAYMENT,MEDIUM,True,True,4532.0,RECOVERED,Revenue successfully recovered.
TXN0046,CUST1183,5816.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0047,CUST1023,10591.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0048,CUST1163,4490.0,failed,card_declined,0,ALTERNATIVE_PAYMENT,MEDIUM,True,True,4490.0,RECOVERED,Revenue successfully recovered.
TXN0049,CUST1139,789.0,failed,card_declined,1,ALTERNATIVE_PAYMENT,MEDIUM,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0050,CUST1010,14926.0,failed,insufficient_balance,2,PAYMENT_REMINDER,HIGH,True,True,14926.0,RECOVERED,Revenue successfully recovered.
TXN0051,CUST1158,12478.0,abandoned,checkout_abandoned,1,PAYMENT_REMINDER,MEDIUM,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0052,CUST1188,5641.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0053,CUST1009,14266.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0054,CUST1058,3851.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0055,CUST1197,4772.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0056,CUST1029,14568.0,failed,network_error,0,RETRY_PAYMENT,MEDIUM,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0057,CUST1088,12135.0,failed,authentication_failed,0,ALTERNATIVE_PAYMENT,MEDIUM,True,True,12135.0,RECOVERED,Revenue successfully recovered.
TXN0058,CUST1048,4372.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0059,CUST1093,7265.0,failed,insufficient_balance,2,PAYMENT_REMINDER,HIGH,True,True,7265.0,RECOVERED,Revenue successfully recovered.
TXN0060,CUST1083,6791.0,failed,bank_timeout,3,STOP,HIGH,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0061,CUST1173,12456.0,failed,card_declined,0,ALTERNATIVE_PAYMENT,MEDIUM,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0062,CUST1110,13072.0,failed,card_declined,3,STOP,HIGH,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0063,CUST1130,7951.0,failed,network_error,2,RETRY_PAYMENT,MEDIUM,True,True,7951.0,RECOVERED,Revenue successfully recovered.
TXN0064,CUST1172,5284.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0065,CUST1156,14121.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0066,CUST1183,11608.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0067,CUST1192,14296.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0068,CUST1012,9331.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0069,CUST1143,9954.0,failed,authentication_failed,3,STOP,HIGH,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0070,CUST1190,14313.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0071,CUST1070,12746.0,failed,network_error,3,STOP,HIGH,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0072,CUST1060,4650.0,abandoned,checkout_abandoned,0,PAYMENT_REMINDER,MEDIUM,True,True,4650.0,RECOVERED,Revenue successfully recovered.
TXN0073,CUST1098,11568.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0074,CUST1119,7011.0,failed,card_declined,0,ALTERNATIVE_PAYMENT,MEDIUM,True,True,7011.0,RECOVERED,Revenue successfully recovered.
TXN0075,CUST1001,5962.0,abandoned,checkout_abandoned,3,STOP,HIGH,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0076,CUST1154,14908.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0077,CUST1099,5706.0,failed,card_declined,1,ALTERNATIVE_PAYMENT,MEDIUM,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0078,CUST1100,9896.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0079,CUST1046,1022.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0080,CUST1194,14611.0,failed,card_declined,2,ALTERNATIVE_PAYMENT,MEDIUM,True,True,14611.0,RECOVERED,Revenue successfully recovered.
TXN0081,CUST1191,9036.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0082,CUST1010,12556.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0083,CUST1061,2267.0,failed,bank_timeout,3,STOP,HIGH,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0084,CUST1042,10125.0,failed,bank_timeout,2,RETRY_PAYMENT,MEDIUM,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0085,CUST1079,9632.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0086,CUST1151,11514.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0087,CUST1030,13244.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0088,CUST1017,8488.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0089,CUST1027,7301.0,failed,card_declined,1,ALTERNATIVE_PAYMENT,MEDIUM,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0090,CUST1069,10290.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0091,CUST1082,14153.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0092,CUST1145,10198.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0093,CUST1046,8187.0,failed,network_error,2,RETRY_PAYMENT,MEDIUM,True,True,8187.0,RECOVERED,Revenue successfully recovered.
TXN0094,CUST1142,365.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0095,CUST1142,12620.0,failed,card_declined,3,STOP,HIGH,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0096,CUST1056,6824.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0097,CUST1141,8897.0,abandoned,checkout_abandoned,2,PAYMENT_REMINDER,MEDIUM,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0098,CUST1069,5222.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0099,CUST1190,8978.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0100,CUST1185,9858.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0101,CUST1075,3926.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0102,CUST1070,944.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0103,CUST1026,14497.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0104,CUST1047,1040.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0105,CUST1018,9652.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0106,CUST1021,4265.0,failed,authentication_failed,1,ALTERNATIVE_PAYMENT,MEDIUM,True,True,4265.0,RECOVERED,Revenue successfully recovered.
TXN0107,CUST1113,5070.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0108,CUST1189,1824.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0109,CUST1044,9242.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0110,CUST1120,4970.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0111,CUST1018,11461.0,failed,authentication_failed,1,ALTERNATIVE_PAYMENT,MEDIUM,True,True,11461.0,RECOVERED,Revenue successfully recovered.
TXN0112,CUST1057,10809.0,failed,insufficient_balance,0,PAYMENT_REMINDER,HIGH,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0113,CUST1152,12469.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0114,CUST1179,6793.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0115,CUST1010,14771.0,failed,insufficient_balance,0,PAYMENT_REMINDER,HIGH,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0116,CUST1150,538.0,failed,bank_timeout,3,STOP,HIGH,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0117,CUST1071,3172.0,failed,card_declined,0,ALTERNATIVE_PAYMENT,MEDIUM,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0118,CUST1085,5459.0,abandoned,checkout_abandoned,2,PRIORITY_REMINDER,HIGH,True,True,5459.0,RECOVERED,Revenue successfully recovered.
TXN0119,CUST1073,11054.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0120,CUST1082,2098.0,failed,insufficient_balance,3,STOP,HIGH,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0121,CUST1132,6126.0,failed,insufficient_balance,1,PAYMENT_REMINDER,HIGH,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0122,CUST1073,7377.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0123,CUST1181,2793.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0124,CUST1029,7759.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0125,CUST1180,4678.0,abandoned,checkout_abandoned,1,PAYMENT_REMINDER,MEDIUM,True,True,4678.0,RECOVERED,Revenue successfully recovered.
TXN0126,CUST1098,3321.0,failed,bank_timeout,0,RETRY_PAYMENT,MEDIUM,True,True,3321.0,RECOVERED,Revenue successfully recovered.
TXN0127,CUST1087,13104.0,failed,network_error,2,RETRY_PAYMENT,MEDIUM,True,True,13104.0,RECOVERED,Revenue successfully recovered.
TXN0128,CUST1038,7515.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0129,CUST1096,7659.0,abandoned,checkout_abandoned,1,PAYMENT_REMINDER,MEDIUM,True,True,7659.0,RECOVERED,Revenue successfully recovered.
TXN0130,CUST1198,6929.0,failed,card_declined,3,STOP,HIGH,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0131,CUST1038,8314.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0132,CUST1112,1832.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0133,CUST1039,1424.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0134,CUST1020,14154.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0135,CUST1138,787.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0136,CUST1058,12434.0,abandoned,checkout_abandoned,0,PAYMENT_REMINDER,MEDIUM,True,True,12434.0,RECOVERED,Revenue successfully recovered.
TXN0137,CUST1007,952.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0138,CUST1062,8901.0,failed,bank_timeout,1,RETRY_PAYMENT,MEDIUM,True,True,8901.0,RECOVERED,Revenue successfully recovered.
TXN0139,CUST1097,10352.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0140,CUST1118,10650.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0141,CUST1073,11300.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0142,CUST1163,7150.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0143,CUST1123,1946.0,failed,authentication_failed,2,ALTERNATIVE_PAYMENT,MEDIUM,True,True,1946.0,RECOVERED,Revenue successfully recovered.
TXN0144,CUST1168,6683.0,failed,insufficient_balance,3,STOP,HIGH,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0145,CUST1155,13337.0,failed,authentication_failed,2,ALTERNATIVE_PAYMENT,MEDIUM,True,True,13337.0,RECOVERED,Revenue successfully recovered.
TXN0146,CUST1174,13934.0,abandoned,checkout_abandoned,0,PAYMENT_REMINDER,MEDIUM,True,True,13934.0,RECOVERED,Revenue successfully recovered.
TXN0147,CUST1008,9694.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0148,CUST1044,3488.0,abandoned,checkout_abandoned,2,PAYMENT_REMINDER,MEDIUM,True,True,3488.0,RECOVERED,Revenue successfully recovered.
TXN0149,CUST1042,4409.0,failed,network_error,0,RETRY_PAYMENT,MEDIUM,True,True,4409.0,RECOVERED,Revenue successfully recovered.
TXN0150,CUST1193,3895.0,abandoned,checkout_abandoned,2,PRIORITY_REMINDER,HIGH,True,True,3895.0,RECOVERED,Revenue successfully recovered.
TXN0151,CUST1003,4531.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0152,CUST1149,6441.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0153,CUST1158,14686.0,abandoned,checkout_abandoned,1,PRIORITY_REMINDER,HIGH,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0154,CUST1118,11685.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0155,CUST1077,8270.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0156,CUST1116,6277.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0157,CUST1106,10929.0,failed,network_error,0,RETRY_PAYMENT,MEDIUM,True,True,10929.0,RECOVERED,Revenue successfully recovered.
TXN0158,CUST1113,7484.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0159,CUST1165,6075.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0160,CUST1023,11057.0,abandoned,checkout_abandoned,0,PAYMENT_REMINDER,MEDIUM,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0161,CUST1144,3561.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0162,CUST1084,12886.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0163,CUST1064,13281.0,failed,insufficient_balance,1,PAYMENT_REMINDER,HIGH,True,True,13281.0,RECOVERED,Revenue successfully recovered.
TXN0164,CUST1150,5503.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0165,CUST1134,2061.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0166,CUST1027,7604.0,abandoned,checkout_abandoned,0,PRIORITY_REMINDER,HIGH,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0167,CUST1133,5140.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0168,CUST1109,11440.0,failed,card_declined,0,ALTERNATIVE_PAYMENT,MEDIUM,True,True,11440.0,RECOVERED,Revenue successfully recovered.
TXN0169,CUST1037,1275.0,failed,authentication_failed,2,ALTERNATIVE_PAYMENT,MEDIUM,True,True,1275.0,RECOVERED,Revenue successfully recovered.
TXN0170,CUST1075,7632.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0171,CUST1166,14579.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0172,CUST1116,6731.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0173,CUST1095,2699.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0174,CUST1024,12398.0,failed,authentication_failed,0,ALTERNATIVE_PAYMENT,MEDIUM,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0175,CUST1084,11176.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0176,CUST1184,1041.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0177,CUST1054,2734.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0178,CUST1094,2081.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0179,CUST1196,13608.0,failed,authentication_failed,0,ALTERNATIVE_PAYMENT,MEDIUM,True,True,13608.0,RECOVERED,Revenue successfully recovered.
TXN0180,CUST1177,4580.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0181,CUST1089,299.0,failed,card_declined,0,ALTERNATIVE_PAYMENT,MEDIUM,True,True,299.0,RECOVERED,Revenue successfully recovered.
TXN0182,CUST1007,1702.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0183,CUST1040,6261.0,failed,authentication_failed,0,ALTERNATIVE_PAYMENT,MEDIUM,True,True,6261.0,RECOVERED,Revenue successfully recovered.
TXN0184,CUST1193,10321.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0185,CUST1155,7441.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0186,CUST1110,2015.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0187,CUST1056,6674.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0188,CUST1196,2447.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0189,CUST1044,2315.0,failed,authentication_failed,2,ALTERNATIVE_PAYMENT,MEDIUM,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0190,CUST1111,506.0,abandoned,checkout_abandoned,3,STOP,HIGH,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0191,CUST1106,4942.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
